1166,冰花,水,人類,6,"[""革新英雄""]",FALSE,,"[{""name"":""符石同化術 ‧ 水"",""type"":""normal"",""charge"":""CD"",""num"":3,""description"":""     隨機將 3 至 5 粒符石轉化為水符石 (心符石優先轉換)     "",""tag"":[""符石轉水""]},{""name"":""變身"",""type"":""normal"",""charge"":""CD"",""num"":8,""transform"":1167,""description"":""     變身成明鏡之諜 ‧ 冰花，隊伍中其他水屬性成員的主動技能 CD 減少 1     "",""tag"":[""減CD"",""變身""]}]",[],99,10,4,v12.10,,
1167,明鏡之諜 ‧ 冰花,水,人類,6,"[""革新英雄""]",FALSE,,"[{""name"":""符石同化術 ‧ 流雲"",""type"":""normal"",""charge"":""EP"",""num"":4,""description"":""     隨機將 4 至 6 粒符石轉化為水符石 (火符石優先轉換)     "",""tag"":[""符石轉水""]},{""name"":""淨世之杖"",""type"":""normal"",""charge"":""EP"",""num"":8,""description"":""     1 回合內，自身攻擊力 10 倍，並消除所有附加效果     "",""tag"":[""增傷"",""界王拳"",""附加消除""]}]",[],99,10,4,v12.10,,
1168,洛可可,火,人類,6,"[""革新英雄""]",FALSE,,"[{""name"":""符石同化術 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":3,""description"":""     隨機將 3 至 5 粒符石轉化為火符石 (心符石優先轉換)     "",""tag"":[""符石轉火""]},{""name"":""變身"",""type"":""normal"",""charge"":""CD"",""num"":8,""transform"":1169,""description"":""     變身成堅守赤心 ‧ 洛可可，隊伍中其他火屬性成員的主動技能 CD 減少 1     "",""tag"":[""減CD"",""變身""]}]",[],99,10,4,v12.10,,
1169,堅守赤心 ‧ 洛可可,火,人類,6,"[""革新英雄""]",FALSE,,"[{""name"":""符石同化術 ‧ 赤燄"",""type"":""normal"",""charge"":""EP"",""num"":4,""description"":""     隨機將 4 至 6 粒符石轉化為火符石 (木符石優先轉換)     "",""tag"":[""符石轉火""]},{""name"":""加冕之卍 ‧ 火"",""type"":""normal"",""charge"":""EP"",""num"":8,""description"":""     <board>將場上的符石轉化為固定數量及位置的心符石及火強化符石</board>     "",""tag"":[""符石轉火"",""符石轉火強化"",""符石轉心"",""大幅轉版"",""固定版面""]}]",[],99,10,4,v12.10,"[[""F"",""F"",""F"",""h"",""h"",""F"",""h"",""h"",""F"",""h"",""h"",""F"",""F"",""F"",""F"",""F"",""F"",""F"",""F"",""h"",""h"",""F"",""h"",""h"",""F"",""h"",""h"",""F"",""F"",""F""]]",
1170,新月,木,人類,6,"[""革新英雄""]",FALSE,,"[{""name"":""符石同化術 ‧ 木"",""type"":""normal"",""charge"":""CD"",""num"":3,""description"":""     隨機將 3 至 5 粒符石轉化為木符石 (心符石優先轉換)     "",""tag"":[""符石轉木""]},{""name"":""變身"",""type"":""normal"",""charge"":""CD"",""num"":8,""transform"":1171,""description"":""     變身成拳風療動 ‧ 新月，隊伍中其他木屬性成員的主動技能 CD 減少 1     "",""tag"":[""減CD"",""變身""]}]",[],99,10,4,v12.10,,
1171,拳風療動 ‧ 新月,木,人類,6,"[""革新英雄""]",FALSE,,"[{""name"":""符石同化術 ‧ 藤棘"",""type"":""normal"",""charge"":""EP"",""num"":4,""description"":""     隨機將 4 至 6 粒符石轉化為木符石 (水符石優先轉換)     "",""tag"":[""符石轉木""]},{""name"":""藤木療法"",""type"":""normal"",""charge"":""EP"",""num"":6,""description"":""     心符石轉化為木強化符石，每轉化 1 粒符石將回復 10% 生命力，最多回復至 100% 生命力     "",""tag"":[""符石轉木"",""符石轉木強化"",""心轉其他"",""回血""]}]",[],99,10,4,v12.10,,
1172,摩斯,光,人類,6,"[""革新英雄""]",FALSE,,"[{""name"":""符石同化術 ‧ 光"",""type"":""normal"",""charge"":""CD"",""num"":3,""description"":""     隨機將 3 至 5 粒符石轉化為光符石 (心符石優先轉換)     "",""tag"":[""符石轉光""]},{""name"":""變身"",""type"":""normal"",""charge"":""CD"",""num"":8,""transform"":1173,""description"":""     變身成思考殿主 ‧ 摩斯，隊伍中其他光屬性成員的主動技能 CD 減少 1     "",""tag"":[""減CD"",""變身""]}]",[],99,10,4,v12.10,,
1173,思考殿主 ‧ 摩斯,光,人類,6,"[""革新英雄""]",FALSE,,"[{""name"":""符石同化術 ‧ 電殛"",""type"":""normal"",""charge"":""EP"",""num"":4,""description"":""     隨機將 4 至 6 粒符石轉化為光符石 (暗符石優先轉換)     "",""tag"":[""符石轉光""]},{""name"":""凝思之力"",""type"":""normal"",""charge"":""EP"",""num"":8,""description"":""     1 回合內，光屬性攻擊力 2 倍，10 秒內可任意移動符石而不會發動消除     "",""tag"":[""排珠"",""增傷""]}]",[],99,10,4,v12.10,,
1174,優格圖,暗,人類,6,"[""革新英雄""]",FALSE,,"[{""name"":""符石同化術 ‧ 暗"",""type"":""normal"",""charge"":""CD"",""num"":3,""description"":""     隨機將 3 至 5 粒符石轉化為暗符石 (心符石優先轉換)     "",""tag"":[""符石轉暗""]},{""name"":""變身"",""type"":""normal"",""charge"":""CD"",""num"":8,""transform"":1175,""description"":""     變身成漆黑啟示 ‧ 優格圖，隊伍中其他暗屬性成員的主動技能 CD 減少 1     "",""tag"":[""減CD"",""變身""]}]",[],99,10,4,v12.10,,
1175,漆黑啟示 ‧ 優格圖,暗,人類,6,"[""革新英雄""]",FALSE,,"[{""name"":""符石同化術 ‧ 魅影"",""type"":""normal"",""charge"":""EP"",""num"":4,""description"":""     隨機將 4 至 6 粒符石轉化為暗符石 (光符石優先轉換)     "",""tag"":[""符石轉暗""]},{""name"":""加冕之卍 ‧ 暗"",""type"":""normal"",""charge"":""EP"",""num"":8,""description"":""     <board>將場上的符石轉化為固定數量及位置的心符石及暗強化符石</board>     "",""tag"":[""符石轉暗"",""符石轉暗強化"",""符石轉心"",""大幅轉版"",""固定版面""]}]",[],99,10,4,v12.10,"[[""D"",""D"",""D"",""h"",""h"",""D"",""h"",""h"",""D"",""h"",""h"",""D"",""D"",""D"",""D"",""D"",""D"",""D"",""D"",""h"",""h"",""D"",""h"",""h"",""D"",""h"",""h"",""D"",""D"",""D""]]",
