8046,A 調存音石,水,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8047,B 調存音石,火,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8048,C 調存音石,木,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8049,D 調存音石,光,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8050,E 調存音石,暗,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8051,a 調存音石,水,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8052,b 調存音石,火,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8053,c 調存音石,木,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8054,d 調存音石,光,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8055,e 調存音石,暗,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8056,F 調存音石,水,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8057,G 調存音石,火,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8058,1 度存音石,木,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8059,2 度存音石,光,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8060,3 度存音石,暗,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8061,f 調存音石,水,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8062,g 調存音石,火,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8063,4 度存音石,木,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8064,5 度存音石,光,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
8065,6 度存音石,暗,進化素材,1,"[""存音石""]",FALSE,,"[{""name"":""沒有技能"",""type"":""normal"",""charge"":"""",""num"":0,""description"":""     沒有技能     "",""tag"":[]}]",[],1,0,0,v16.00,,
