448,符靈典範 ‧ 綠茵國王,木,獸類,6,"[""地獄魔王""]",TRUE,,"[{""name"":""元素共鳴 ‧ 獸"",""type"":""normal"",""charge"":""CD"",""num"":12,""description"":""     1 回合內，消除三種或以上屬性符石，獸類攻擊力 2 倍     "",""tag"":[""增傷""]}]","[{""description"":""     ◆ 當「遠洋的旅人」系列的主動技能「幸運治癒」即時再次發動後，隊長的主動技能 CD 減少 1     "",""activate"":""以「符靈典範 ‧ 綠茵國王」作隊長，並以「遠洋的旅人」系列的角色作成員"",""skill_tag"":[""開技減CD""],""activate_tag"":[""指定隊長"",""指定成員""],""relative"":[448,438,439,440,441,442]}]",99,15,0,v3.20,,
496,魔境之主 ‧ 紅心女王,火,人類,6,"[""地獄魔王""]",FALSE,,"[{""name"":""蓄能傳承 ‧ 心"",""type"":""normal"",""charge"":""CD"",""num"":1,""description"":""     將與累積戰鬥回合數同等數量的符石轉為心符石，最多 7 粒。發動技能後會將累積戰鬥回合數重置     "",""tag"":[""符石轉心""]}]",[],99,15,0,v4.50,,
542,三清祖師 ‧ 元始天尊,水,神族,6,"[""地獄魔王""]",FALSE,,"[{""name"":""滄海圍城"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     <board>將所有符石轉化為水符石</board>     "",""tag"":[""符石轉水"",""火轉其他"",""木轉其他"",""光轉其他"",""暗轉其他"",""心轉其他"",""大幅轉版"",""固定版面""]}]",[],99,12,0,v4.60,"[[""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w"",""w""]]",
543,靈寶天尊 ‧ 通天教主,火,魔族,6,"[""地獄魔王""]",FALSE,,"[{""name"":""魔控乾坤 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，光符石及暗符石兼具火符石效果     "",""tag"":[""符石兼具火""]},{""name"":""靈石附魂 ‧ 水"",""type"":""combine"",""member"":[543,350],""charge"":""CD"",""num"":-1,""description"":""     1 回合內，所有符石兼具水符石效果     "",""tag"":[""符石兼具水""]},{""name"":""靈石附魂 ‧ 火"",""type"":""combine"",""member"":[543,351],""charge"":""CD"",""num"":-1,""description"":""     1 回合內，所有符石兼具火符石效果     "",""tag"":[""符石兼具火""]},{""name"":""靈石附魂 ‧ 木"",""type"":""combine"",""member"":[543,352],""charge"":""CD"",""num"":-1,""description"":""     1 回合內，所有符石兼具木符石效果     "",""tag"":[""符石兼具木""]},{""name"":""靈石附魂 ‧ 光"",""type"":""combine"",""member"":[543,353],""charge"":""CD"",""num"561,奈亞拉托提普,暗,神族,6,"[""地獄魔王""]",FALSE,,"[{""name"":""魔王護壁"",""type"":""normal"",""charge"":""CD"",""num"":12,""description"":""     1 回合內，迴避所有敵人的攻擊     "",""tag"":[""迴避""]}]",[],99,15,0,v5.00,,
562,黃衣魅影 ‧ 哈斯塔,光,神族,6,"[""地獄魔王""]",FALSE,,"[{""name"":""絕地強化"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     所有符石轉化為強化符石     "",""tag"":[""符石強化""]}]",[],99,12,0,v5.00,,
579,雷霆天神宙斯,光,神族,7,"[""地獄魔王""]",FALSE,,"[{""name"":""戰意高昂"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內，自身生命力愈高，攻擊力愈高，最大 2 倍     "",""tag"":[""增傷""]},{""name"":""凝煉之印 ‧ 水"",""type"":""combine"",""member"":[579,192],""charge"":""CD"",""num"":-1,""description"":""     1 回合內，所有掉落的水符石必定相連；同時，如果敵人身上有水屬印記，水屬性傷害加乘提升至最大     "",""tag"":[""增傷""]},{""name"":""凝煉之印 ‧ 火"",""type"":""combine"",""member"":[579,194],""charge"":""CD"",""num"":-1,""description"":""     1 回合內，所有掉落的火符石必定相連；同時，如果敵人身上有火屬印記，火屬性傷害加乘提升至最大     "",""tag"":[""增傷""]},{""name"":""凝煉之印 ‧ 木"",""type"":""combine"",""member"":[579,196],""charge"":""CD"",""num"":-1,""description"":""     1 回合內，所有掉落的木符石必定�580,驅靈冥神黑帝斯,暗,神族,7,"[""地獄魔王""]",FALSE,,"[{""name"":""幽冥圍城"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     <board>將所有符石轉化為暗符石</board>     "",""tag"":[""符石轉暗"",""水轉其他"",""火轉其他"",""木轉其他"",""光轉其他"",""心轉其他"",""大幅轉版"",""固定版面""]}]",[],99,12,0,v6.00,"[[""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d"",""d""]]",
590,道德天尊 ‧ 太上老君,木,神族,6,"[""地獄魔王""]",FALSE,,"[{""name"":""森谷圍城"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     <board>將所有符石轉化為木符石</board>     "",""tag"":[""符石轉木"",""水轉其他"",""火轉其他"",""光轉其他"",""暗轉其他"",""心轉其他"",""大幅轉版"",""固定版面""]}]",[],99,12,0,v7.00,"[[""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e"",""e""]]",
616,龍傲影控師,暗,人類,6,"[""地獄魔王""]",TRUE,,"[{""name"":""蓄能移魂 ‧ 暗"",""type"":""normal"",""charge"":""CD"",""num"":1,""description"":""     將等同於累積戰鬥回合 (需要消除符石) 數量的符石轉換為暗符石，最多 5 粒。發動技能後可轉換符石數將重新累積     "",""tag"":[""符石轉暗""]}]","[{""description"":""     ◆「BIGBANG 元素師」系列的角色及「龍傲影控師」攻擊力基值 2 倍     "",""activate"":""以「龍傲影控師」作隊長，並以 7 星「BIGBANG 元素師」系列的角色作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定隊長"",""指定成員""],""relative"":[616,677,679,681,683,685]}]",99,12,0,v7.30,,
671,純真屠夫 ‧ 艾德,暗,魔族,6,"[""地獄魔王""]",FALSE,,"[{""name"":""殘暴之怒"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內，自身攻擊力 15 倍，其他成員不能發動攻擊     "",""tag"":[""增傷"",""界王拳"",""限制成員攻擊""]}]",[],99,15,0,v7.20,,
737,道摩法師 ‧ 蘆屋道滿,水,魔族,6,"[""地獄魔王""]",FALSE,,"[{""name"":""屠殺之勢"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     1 回合內，自身攻擊力 2.5 倍。若身旁的成員同為水屬性或魔族，同得此效果     "",""tag"":[""增傷"",""界王拳""]}]","[{""description"":""     進入關卡後，最左方的大陰陽師 ‧ 安倍晴明及道摩法師 ‧ 蘆屋道滿主動技能 CD 減少 2     "",""activate"":""隊伍中有大陰陽師 ‧ 安倍晴明及道摩法師 ‧ 蘆屋道滿作成員"",""skill_tag"":[""進場減CD""],""activate_tag"":[""指定成員""],""relative"":[737,7002]}]",99,12,0,v7.50,,
