413,蒼龍魂使,水,龍類,5,"[""龍僕""]",FALSE,,"[{""name"":""龍魂共鳴"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     2 回合內，以龍類其中造成的最大傷害轉換為全隊龍類的傷害     "",""tag"":[[""共鳴"",2]]}]",[],50,15,4,v3.10,,
414,龍儀姬 ‧ 烏蘇拉,水,龍類,6,"[""龍僕""]",FALSE,,"[{""name"":""龍魂共鳴"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     2 回合內，以龍類其中造成的最大傷害轉換為全隊龍類的傷害     "",""tag"":[[""共鳴"",2]]}]","[{""description"":""     ◆ 最左方的 6 星或 7 星「龍僕」、「龍僕幻化」、「龍僕煉化」系列「烏蘇拉」及最左方的 5 星或 6 星「異界龍」系列「達貢」     ⇒ 攻擊力基值 1.5 倍          ◆ 最左方的 5 星或 6 星「異界龍」系列「達貢」     ⇒ 生命力基值 1.3 倍     "",""activate"":""以 6 星或 7 星「烏蘇拉」；及 5 星或 6 星「達貢」作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[414,1066,2601,2602,310,571]}]",99,15,4,v3.10,,
415,赤龍魂使,火,龍類,5,"[""龍僕""]",FALSE,,"[{""name"":""攻擊姿勢 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     心符石轉化為火符石     "",""tag"":[""符石轉火"",""心轉其他""]}]",[],50,10,4,v3.10,,
416,龍儀姬 ‧ 愛格德,火,龍類,6,"[""龍僕""]",FALSE,,"[{""name"":""攻擊姿勢 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     心符石轉化為火符石     "",""tag"":[""符石轉火"",""心轉其他""]}]","[{""description"":""     ◆ 最左方的 6 星或 7 星「龍僕」、「龍僕幻化」、「龍僕煉化」系列「愛格德」及最左方的 5 星或 6 星「異界龍」系列「克圖格亞」     ⇒ 攻擊力基值 1.5 倍          ◆ 最左方的 5 星或 6 星「異界龍」系列「克圖格亞」     ⇒ 生命力基值 1.3 倍     "",""activate"":""以 6 星或 7 星「愛格德」；及 5 星或 6 星「克圖格亞」作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[416,1067,2603,2604,312,572]}]",99,10,4,v3.10,,
417,青龍魂使,木,龍類,5,"[""龍僕""]",FALSE,,"[{""name"":""群龍壓迫"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     1 回合內，所受傷害將會以龍類的數量而減少     "",""tag"":[""減傷""]}]",[],50,12,4,v3.10,,
418,龍儀姬 ‧ 芭芭拉,木,龍類,6,"[""龍僕""]",FALSE,,"[{""name"":""群龍壓迫"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     1 回合內，所受傷害將會以龍類的數量而減少     "",""tag"":[""減傷""]}]","[{""description"":""     ◆ 最左方的 6 星或 7 星「龍僕」、「龍僕幻化」、「龍僕煉化」系列「芭芭拉」及最左方的 5 星或 6 星「異界龍」系列「拜亞基」     ⇒ 攻擊力基值 1.5 倍          ◆ 最左方的 5 星或 6 星「異界龍」系列「拜亞基」     ⇒ 生命力基值 1.3 倍     "",""activate"":""以 6 星或 7 星「芭芭拉」；及 5 星或 6 星「拜亞基」作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[418,1068,2605,2606,314,573]}]",99,12,4,v3.10,,
419,光龍魂使,光,龍類,5,"[""龍僕""]",FALSE,,"[{""name"":""攻擊姿勢 ‧ 光"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     心符石轉化為光符石     "",""tag"":[""符石轉光"",""心轉其他""]}]",[],50,10,4,v3.10,,
420,龍脈者 ‧ 安納,光,龍類,6,"[""龍僕""]",FALSE,,"[{""name"":""攻擊姿勢 ‧ 光"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     心符石轉化為光符石     "",""tag"":[""符石轉光"",""心轉其他""]}]","[{""description"":""     ◆ 最左方的 6 星或 7 星「龍僕」、「龍僕幻化」、「龍僕煉化」系列「安納」及最左方的 5 星或 6 星「異界龍」系列「圖爾茲查」     ⇒ 攻擊力基值 1.5 倍          ◆ 最左方的 5 星或 6 星「異界龍」系列「圖爾茲查」     ⓵ 生命力基值 1.2 倍     ⓶ 技能 CD -3     "",""activate"":""以 6 星或 7 星「安納」；及 5 星或 6 星「圖爾茲查」作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[420,1069,2607,2608,316,574]}]",99,10,4,v3.10,,
421,暗龍魂使,暗,龍類,5,"[""龍僕""]",FALSE,,"[{""name"":""龍力招來 ‧ 暗"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     I. 龍類成員攻擊力基值減至 0     II. 將每個龍類成員原有攻擊力基值     ⇒ 各自加入自身攻擊力基值     III. 消除暗符石才會發動攻擊     (效果會在再次發動此技能或死亡後消失)     "",""tag"":[[""我方減攻"",-1],[""增傷"",-1],[""界王拳"",-1],[""我方攻擊力吸收"",-1],""頭像狀態""]}]",[],50,10,4,v3.10,,
422,龍脈者 ‧ 諾瓦利斯,暗,龍類,6,"[""龍僕""]",FALSE,,"[{""name"":""龍力招來 ‧ 暗"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     I. 龍類成員攻擊力基值減至 0     II. 將每個龍類成員原有攻擊力基值     ⇒ 各自加入自身攻擊力基值     III. 消除暗符石才會發動攻擊     (效果會在再次發動此技能或死亡後消失)     "",""tag"":[[""我方減攻"",-1],[""增傷"",-1],[""界王拳"",-1],[""我方攻擊力吸收"",-1],""頭像狀態""]}]","[{""description"":""     ◆ 最左方的 6 星或 7 星「龍僕」、「龍僕幻化」、「龍僕煉化」系列「諾瓦利斯」及最左方的 5 星或 6 星「異界龍」系列「法格恩」     ⇒ 攻擊力基值 1.5 倍          ◆ 最左方的 5 星或 6 星「異界龍」系列「法格恩」     ⓵ 生命力基值 1.2 倍     ⓶ 技能 CD -3     "",""activate"":""以 6 星或 7 星「諾瓦利斯」；及 5 星或 6 星「法格恩」作成員"",""skill_tag"":[""增�1066,蒼海的迴聲 ‧ 烏蘇拉,水,龍類,7,"[""龍僕""]",FALSE,,"[{""name"":""龍魂共鳴"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     2 回合內，以龍類其中造成的最大傷害轉換為全隊龍類的傷害     "",""tag"":[[""共鳴"",2]]}]","[{""description"":""     ◆ 最左方的 6 星或 7 星「龍僕」、「龍僕幻化」、「龍僕煉化」系列「烏蘇拉」及最左方的 5 星或 6 星「異界龍」系列「達貢」     ⇒ 攻擊力基值 1.5 倍          ◆ 最左方的 5 星或 6 星「異界龍」系列「達貢」     ⇒ 生命力基值 1.3 倍     "",""activate"":""以 6 星或 7 星「烏蘇拉」；及 5 星或 6 星「達貢」作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[414,1066,2601,2602,310,571]}]",99,15,4,v10.20,,
