1111,寒霜幼龍,水,龍類,2,"[""魔幼龍""]",FALSE,,"[{""name"":""防禦姿勢 ‧ 水"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     火符石轉化為心符石     "",""tag"":[""符石轉心"",""火轉其他""]}]",[],30,10,0,v11.10,,
1112,寒霜龍,水,龍類,3,"[""魔幼龍""]",FALSE,,"[{""name"":""元素歸一 ‧ 水"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內，消除符石的種類愈多，水屬性攻擊力提升愈多，最大提升至 2.2 倍     "",""tag"":[""增傷""]}]",[],50,12,0,v11.10,,
1113,吐焰幼龍,火,龍類,2,"[""魔幼龍""]",FALSE,,"[{""name"":""防禦姿勢 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     木符石轉化為心符石     "",""tag"":[""符石轉心"",""木轉其他""]}]",[],30,10,0,v11.10,,
1114,吐焰龍,火,龍類,3,"[""魔幼龍""]",FALSE,,"[{""name"":""元素歸一 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內，消除符石的種類愈多，火屬性攻擊力提升愈多，最大提升至 2.2 倍     "",""tag"":[""增傷""]}]",[],50,12,0,v11.10,,
1115,蝕地幼龍,木,龍類,2,"[""魔幼龍""]",FALSE,,"[{""name"":""防禦姿勢 ‧ 木"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     水符石轉化為心符石     "",""tag"":[""符石轉心"",""水轉其他""]}]",[],30,10,0,v11.10,,
1116,蝕地龍,木,龍類,3,"[""魔幼龍""]",FALSE,,"[{""name"":""元素歸一 ‧ 木"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內，消除符石的種類愈多，木屬性攻擊力提升愈多，最大提升至 2.2 倍     "",""tag"":[""增傷""]}]",[],50,12,0,v11.10,,
1117,骸光幼龍,光,龍類,2,"[""魔幼龍""]",FALSE,,"[{""name"":""防禦姿勢 ‧ 光"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     暗符石轉化為心符石     "",""tag"":[""符石轉心"",""暗轉其他""]}]",[],30,10,0,v11.10,,
1118,骸光龍,光,龍類,3,"[""魔幼龍""]",FALSE,,"[{""name"":""結界術 ‧ 玄光"",""type"":""normal"",""charge"":""CD"",""num"":12,""description"":""     1 回合內，每直行消除一組 4 粒或以上符石時 (只計算首批消除的符石)，該直行將產生 2 粒光符石     "",""tag"":[""天降強制掉落""]}]",[],50,12,0,v11.10,,
1119,暗影幼龍,暗,龍類,2,"[""魔幼龍""]",FALSE,,"[{""name"":""防禦姿勢 ‧ 暗"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     光符石轉化為心符石     "",""tag"":[""符石轉心"",""光轉其他""]}]",[],30,10,0,v11.10,,
1120,暗影龍,暗,龍類,3,"[""魔幼龍""]",FALSE,,"[{""name"":""結界術 ‧ 幽冥"",""type"":""normal"",""charge"":""CD"",""num"":12,""description"":""     1 回合內，每直行消除一組 4 粒或以上符石時 (只計算首批消除的符石)，該直行將產生 2 粒暗符石     "",""tag"":[""天降強制掉落""]}]",[],50,12,0,v11.10,,
