926,精精,水,獸類,2,"[""仙劍靈獸""]",TRUE,,"[{""name"":""寒冰強擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對單一敵人造成 10 倍水屬性傷害     "",""tag"":[""直傷""]}]",[],15,10,0,v9.25,,
927,飛龍探雲手 ‧ 精精,水,獸類,3,"[""仙劍靈獸""]",TRUE,,"[{""name"":""凌空摘星"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     水、火及木符石轉化為強化符石     "",""tag"":[""符石強化"",""符石轉水強化"",""符石轉火強化"",""符石轉木強化""]}]",[],50,12,0,v9.25,,
928,風,火,獸類,2,"[""仙劍靈獸""]",TRUE,,"[{""name"":""烈炎強擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對單一敵人造成 10 倍火屬性傷害     "",""tag"":[""直傷""]}]",[],15,10,0,v9.25,,
929,一靈三魂 ‧ 風,火,獸類,3,"[""仙劍靈獸""]",TRUE,,"[{""name"":""靈血咒"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     光符石轉化為火符石，同時暗符石轉化為心符石     "",""tag"":[""符石轉火"",""符石轉心"",""光轉其他"",""暗轉其他""]}]",[],50,12,0,v9.25,,
930,勇氣,木,獸類,2,"[""仙劍靈獸""]",TRUE,,"[{""name"":""旋風強擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對單一敵人造成 10 倍木屬性傷害     "",""tag"":[""直傷""]}]",[],15,10,0,v9.25,,
931,五毒靈獸 ‧ 勇氣,木,獸類,3,"[""仙劍靈獸""]",TRUE,,"[{""name"":""穹天虛空刃"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     若場上剩下 2 粒或以下的木符石，隨機將 2 直行的符石轉化為木符石；反之，隨機將 1 直行的符石轉化為木符石     "",""tag"":[""符石轉木""]}]",[],50,12,0,v9.25,,
932,錦八爺,光,獸類,2,"[""仙劍靈獸""]",TRUE,,"[{""name"":""金光強擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對單一敵人造成 10 倍光屬性傷害     "",""tag"":[""直傷""]}]",[],15,10,0,v9.25,,
933,鼠族首領 ‧ 錦八爺,光,獸類,3,"[""仙劍靈獸""]",TRUE,,"[{""name"":""靈燈引芒"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     若場上剩下 2 粒或以下的光符石，隨機將 2 直行的符石轉化為光符石；反之，隨機將 1 直行的符石轉化為光符石     "",""tag"":[""符石轉光""]}]",[],50,12,0,v9.25,,
934,槐米,暗,獸類,2,"[""仙劍靈獸""]",TRUE,,"[{""name"":""暗色強擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對單一敵人造成 10 倍暗屬性傷害     "",""tag"":[""直傷""]}]",[],15,10,0,v9.25,,
935,槐妖老大 ‧ 槐米,暗,獸類,3,"[""仙劍靈獸""]",TRUE,,"[{""name"":""天魔往生訣"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     我方回復力減至 0，同時必然延長移動符石時間 1 秒 (效果會在再次發動此技能或死亡後消失)     "",""tag"":[[""我方減回"",-1],[""延長轉珠時間"",-1],""頭像狀態""]}]",[],50,12,0,v9.25,,
