1294,飛瓣千金 ‧ 孫尚香,木,人類,6,"[""競技場"",""綠軍""]",FALSE,,"[{""name"":""點石加冕 ‧ 木"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     點選元素法陣上的 1 粒符石，並將該種符石轉化為木強化符石     "",""tag"":[""符石轉木"",""符石轉木強化"",""指定符石轉其他""]}]","[{""description"":""     ◆ 每首批消除 1 粒指定「綠軍」區域內的符石     ⇒ 提升「綠軍」成員攻擊力     ⇒ 首批消除 10 粒可達至最大 3 倍          ◆ 消除 ≥3 種符石時，「綠軍」成員額外追打 50% 攻擊 1 次     "",""activate"":""以潛能解放「綠軍」角色作隊長，且隊中有 ≥3 個「綠軍」成員"",""skill_tag"":[""增攻"",""木屬追打""],""activate_tag"":[""指定隊長"",""指定成員""],""relative"":[""綠軍""]}]",99,15,0,v13.00,,
1296,花千繡 ‧ 貂蟬,暗,人類,6,"[""競技場""]",FALSE,,"[{""name"":""懾魂魅靈"",""type"":""normal"",""charge"":""CD"",""num"":12,""description"":""     將場上的符石轉化為固定數量的心及暗符石     "",""tag"":[""符石轉暗"",""符石轉心"",""大幅轉版""]},{""name"":""懾魂魅靈 ‧ 屠殺"",""type"":""combine"",""member"":[1291,1296],""charge"":""CD"",""num"":-1,""description"":""     1 回合內，全隊攻擊力 3 倍，並將場上的符石轉化為固定數量的心及暗符石。此外，發動技能的貂蟬，其當前技能 CD 減少 4     "",""tag"":[""增傷"",""符石轉心"",""符石轉暗"",""大幅轉版"",""減CD""]}]","[{""description"":""     ◆ 隊伍成員的屬性愈多     ⇒ 所有成員「生命力、攻擊力及回復力」基值提升愈多，最多 1.4 倍     "",""activate"":""以「花千繡 ‧ 貂蟬」作隊長"",""skill_tag"":[""增攻"",""增回"",""增血""],""activate_tag"":[""指定隊長""],""relative"":[1296]},{""description"":""   1434,一扇月 ‧ 輝夜姬,木,人類,6,"[""競技場""]",FALSE,,"[{""name"":""流雲無蹤"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     延遲水屬性敵人行動 2 回合，而且首回合木屬性攻擊力 1.5 倍，並直接引爆場上所有水符石，以掉落水屬性以外的符石，引爆的水符石愈多，木屬性攻擊力提升愈多，5 粒可提升至最大 2.5 倍     "",""tag"":[[""延遲"",2],""增傷"",""引爆"",""水符石引爆"",""引爆強制掉落"",""敵身狀態""]}]",[],99,12,0,v13.10,,
1463,暴欲狂獅 ‧ 蘭馬洛克,火,人類,6,"[""競技場""]",FALSE,,"[{""name"":""馴獅之志"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     木符石轉化為火強化符石；並將 4 個角落共 4 粒符石轉化為火符石。若技能發動後 4 個角落均為火符石時，1 回合內，全隊攻擊力 1.5 倍     "",""tag"":[""符石轉火"",""符石轉火強化"",""木轉其他"",""增傷""]}]",[],99,12,0,v13.20,,
1491,燈火宵行 ‧ 秀太,水,妖精類,6,"[""競技場""]",FALSE,,"[{""name"":""星落欄柵"",""type"":""normal"",""charge"":""CD"",""num"":3,""description"":""     隨機將 3 個角落的符石轉化為 3 粒水符石、3 粒光符石及 3 粒心符石     "",""tag"":[""符石轉水"",""符石轉光"",""符石轉心""]}]",[],99,12,0,v13.40,,
1557,優雅滑行 ‧ 天鵝座涅墨西斯,水,獸類,6,"[""競技場""]",FALSE,,"[{""name"":""曼妙的旋律"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     自身直行的符石轉化為強化符石，所轉化的種類符石兼具自身屬性符石效果；1 回合內，延長移動符石時間 2 秒     "",""tag"":[""符石兼具水"",""符石強化"",""延長轉珠時間""]}]","[{""description"":""     ◆「優雅滑行 ‧ 天鵝座涅墨西斯」的屬性轉換為隊長的屬性     "",""activate"":""以相同屬性的角色作隊長及戰友，並以「優雅滑行 ‧ 天鵝座涅墨西斯」作隊員"",""skill_tag"":[""召喚獸轉火"",""召喚獸轉木"",""召喚獸轉光"",""召喚獸轉暗""],""activate_tag"":[""指定隊長戰友""],""relative"":[1557]}]",99,12,0,v14.00,,
1585,軍武傭兵 ‧ 莉安娜,水,人類,6,"[""競技場"",""拳皇""]",TRUE,,"[{""name"":""V 字殺手"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     1 回合內，敵方全體轉為火屬性，並<board>「V 型」轉化 10 個固定位置的符石為水符石</board>     "",""tag"":[""符石轉水"",""敵方轉火"",""固定版面"",""敵身狀態""]}]","[{""description"":""     ◆ 所有成員     ⇒ 「生命力、攻擊力及回復力」基值 1.5 倍     "",""activate"":""隊中只有拳皇合作角色成員"",""skill_tag"":[""增攻"",""增回"",""增血""],""activate_tag"":[""指定成員""],""relative"":[""拳皇""]}]",99,12,0,v14.10,"[[""W"",""-"",""-"",""-"",""-"",""W"",""W"",""-"",""-"",""-"",""-"",""W"",""W"",""-"",""-"",""-"",""-"",""W"",""-"",""W"",""-"",""-"",""W"",""-"",""-"",""-"",""W"",""W"",""-"",""-""]]",
1621,灌溉盎然 ‧ 時鐘藤,光,妖精類,6,"[""競技場""]",FALSE,,"[{""name"":""屠化之喚"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     1 回合內，隊伍成員的種族愈少，全隊攻擊力及回復力愈高，只有 1 個種族成員可達至最大 2.2 倍。使用後有一定機會使當前技能 CD 變為 0     "",""tag"":[""增傷"",""增回"",""減CD""]}]",[],99,12,0,v14.20,,
1657,世界線的觀測者 ‧ 伊塔庫亞,木,神族,6,"[""競技場""]",FALSE,,"[{""name"":""元素加冕 ‧ 支配"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     3 回合內，發動技能及回合開始時將木符石添加為神族符石；並將所有掉落的符石轉化為強化符石     "",""tag"":[[""神族符石製造"",3]]}]",[],99,12,0,v14.30,,
1692,刁潑巾幗 ‧ 關銀屏,木,人類,6,"[""競技場"",""綠軍""]",FALSE,,"[{""name"":""藤木交纏"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     心符石轉化為木強化符石；1 回合內，消除 1 組 4 粒或以上的木符石，全隊攻擊力提升，消除 4 粒提升 1.16 倍，消除 8 粒可提升至最大 1.8 倍     "",""tag"":[""符石轉木"",""符石轉木強化"",""心轉其他"",""增傷""]}]","[{""description"":""     ◆ 每首批消除 1 粒指定「綠軍」區域內的符石     ⇒ 提升「綠軍」成員攻擊力     ⇒ 首批消除 10 粒可達至最大 3 倍          ◆ 消除 ≥3 種符石時，「綠軍」成員額外追打 50% 攻擊 1 次     "",""activate"":""以潛能解放「綠軍」角色作隊長，且隊中有 ≥3 個「綠軍」成員"",""skill_tag"":[""增攻"",""木屬追打""],""activate_tag"":[""指定隊長"",""指定成員""],""relative"":[""綠軍""]}]",99,12,0,v15.00,,
1693,萬人敵 ‧ 關師傅,水,人類,6,"[""競技場""]",FALSE,,"[{""name"":""三原利刃 ‧ 人族"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     1 回合內，消除符石後首 30 粒掉落的符石必定為水人族、火人族及木人族符石     "",""tag"":[""天降強制掉落"",""人族符石製造""]}]",[],99,12,0,v15.00,,
