1146,流水寧芙,水,神族,2,"[""寧芙""]",FALSE,,"[{""name"":""防禦姿勢 ‧ 水"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     火符石轉化為心符石     "",""tag"":[""符石轉心"",""火轉其他""]}]",[],30,10,0,v12.00,,
1147,寧芙那伊阿得斯,水,神族,3,"[""寧芙""]",FALSE,,"[{""name"":""水之流"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內，水屬性攻擊力 1.5 倍，並隨機將 3 粒符石轉化為水符石     "",""tag"":[""符石轉水"",""增傷""]}]",[],50,10,0,v12.00,,
1148,燎火寧芙,火,神族,2,"[""寧芙""]",FALSE,,"[{""name"":""防禦姿勢 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     木符石轉化為心符石     "",""tag"":[""符石轉心"",""木轉其他""]}]",[],30,10,0,v12.00,,
1149,寧芙拉姆帕德斯,火,神族,3,"[""寧芙""]",FALSE,,"[{""name"":""火之流"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內，火屬性攻擊力 1.5 倍，並隨機將 3 粒符石轉化為火符石     "",""tag"":[""符石轉火"",""增傷""]}]",[],50,10,0,v12.00,,
1150,翠木寧芙,木,神族,2,"[""寧芙""]",FALSE,,"[{""name"":""防禦姿勢 ‧ 木"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     水符石轉化為心符石     "",""tag"":[""符石轉心"",""水轉其他""]}]",[],30,10,0,v12.00,,
1151,寧芙墨利阿得斯,木,神族,3,"[""寧芙""]",FALSE,,"[{""name"":""木之流"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內，木屬性攻擊力 1.5 倍，並隨機將 3 粒符石轉化為木符石     "",""tag"":[""符石轉木"",""增傷""]}]",[],50,10,0,v12.00,,
1152,光耀寧芙,光,神族,2,"[""寧芙""]",FALSE,,"[{""name"":""防禦姿勢 ‧ 光"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     暗符石轉化為心符石     "",""tag"":[""符石轉心"",""暗轉其他""]}]",[],30,10,0,v12.00,,
1153,寧芙達芙妮,光,神族,3,"[""寧芙""]",FALSE,,"[{""name"":""光之流"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內，光屬性攻擊力 1.5 倍，並隨機將 3 粒符石轉化為光符石     "",""tag"":[""符石轉光"",""增傷""]}]",[],50,10,0,v12.00,,
1154,幽夜寧芙,暗,神族,2,"[""寧芙""]",FALSE,,"[{""name"":""防禦姿勢 ‧ 暗"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     光符石轉化為心符石     "",""tag"":[""符石轉心"",""光轉其他""]}]",[],30,10,0,v12.00,,
1155,寧芙斯堤克斯,暗,神族,3,"[""寧芙""]",FALSE,,"[{""name"":""暗之流"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內，暗屬性攻擊力 1.5 倍，並隨機將 3 粒符石轉化為暗符石     "",""tag"":[""符石轉暗"",""增傷""]}]",[],50,10,0,v12.00,,
