1416,須佐之男,水,神族,5,"[""大和""]",FALSE,,"[{""name"":""符石緩變 ‧ 水"",""type"":""normal"",""charge"":""CD"",""num"":3,""description"":""     將最多 3 粒火符石轉化為水符石     "",""tag"":[""符石轉水"",""火轉其他""]}]",[],50,10,4,v13.10,,
1417,滄海浪子 ‧ 須佐之男,水,神族,6,"[""大和""]",FALSE,,"[{""name"":""靈石激濤 ‧ 草薙劍"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     所有符石兼具 75% 水符石效果；若技能發動時場上有水、火、木、光及暗符石時，當前技能 CD 減少 3     "",""tag"":[""符石兼具水"",""減CD""]}]",[],99,12,4,v13.10,,
1418,迦具土,火,神族,5,"[""大和""]",FALSE,,"[{""name"":""符石緩變 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":3,""description"":""     將最多 3 粒木符石轉化為火符石     "",""tag"":[""符石轉火"",""木轉其他""]}]",[],50,10,4,v13.10,,
1419,火靈邪印 ‧ 迦具土,火,神族,6,"[""大和""]",FALSE,,"[{""name"":""烈燄斬"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     1 回合內，全隊攻擊力 2 倍；若技能發動時場上有 5 粒或以上的火符石，效果持續 2 回合     "",""tag"":[[""增傷"",2]]}]",[],99,12,4,v13.10,,
1420,稻荷,木,獸類,5,"[""大和""]",FALSE,,"[{""name"":""符石緩變 ‧ 木"",""type"":""normal"",""charge"":""CD"",""num"":3,""description"":""     將最多 3 粒水符石轉化為木符石     "",""tag"":[""符石轉木"",""水轉其他""]}]",[],50,10,4,v13.10,,
1421,百狐變 ‧ 稻荷,木,獸類,6,"[""大和""]",FALSE,,"[{""name"":""獸權加冕"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     木符石轉化為木強化符石；若技能發動時場上沒有心符石，將所有符石添加為獸族符石     "",""tag"":[""符石強化"",""符石轉木強化"",""獸族符石製造""]}]",[],99,12,4,v13.10,,
1422,櫛名田,光,人類,5,"[""大和""]",FALSE,,"[{""name"":""符石緩變 ‧ 光"",""type"":""normal"",""charge"":""CD"",""num"":3,""description"":""     將最多 3 粒暗符石轉化為光符石     "",""tag"":[""符石轉光"",""暗轉其他""]}]",[],50,10,4,v13.10,,
1423,出雲之女 ‧ 櫛名田比賣,光,人類,6,"[""大和""]",FALSE,,"[{""name"":""流螢幻術"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     3 回合內，首批消除場上所有光符石時，下回合開始時<board>將最底一橫行的符石轉化為光強化符石</board>；反之，下回合開始時將 3 粒符石 (心符石優先轉換) 轉化為光強化符石     "",""tag"":[[""符石轉光"",3],[""符石轉光強化"",3],[""固定版面"",3]]}]",[],99,12,4,v13.10,"[[""-"",""-"",""-"",""-"",""-"",""-"",""-"",""-"",""-"",""-"",""-"",""-"",""-"",""-"",""-"",""-"",""-"",""-"",""-"",""-"",""-"",""-"",""-"",""-"",""L"",""L"",""L"",""L"",""L"",""L""]]",
1424,伊邪那美,暗,神族,5,"[""大和""]",FALSE,,"[{""name"":""符石緩變 ‧ 暗"",""type"":""normal"",""charge"":""CD"",""num"":3,""description"":""     將最多 3 粒光符石轉化為暗符石     "",""tag"":[""符石轉暗"",""光轉其他""]}]",[],50,10,4,v13.10,,
1425,古怨經 ‧ 伊邪那美,暗,神族,6,"[""大和""]",FALSE,,"[{""name"":""暗神加冕"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     光符石轉化為暗符石，暗符石轉化為暗神族符石     "",""tag"":[""符石轉暗"",""神族符石製造""]}]",[],99,12,4,v13.10,,
1426,天照,火,神族,5,"[""大和""]",FALSE,,"[{""name"":""神權八咫鏡"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     將所有符石添加為神族符石；1 回合內，吸收本回合敵人首次攻擊傷害，並以所吸收攻擊力的 5 倍對其進行火屬性反擊，此傷害無視防禦力     "",""tag"":[""敵方傷害吸收"",""反擊"",""神族符石製造""]}]",[],50,10,4,v13.10,,
1427,日向高天 ‧ 天照,火,神族,6,"[""大和""]",FALSE,,"[{""name"":""神權八咫鏡"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     將所有符石添加為神族符石；1 回合內，吸收本回合敵人首次攻擊傷害，並以所吸收攻擊力的 5 倍對其進行火屬性反擊，此傷害無視防禦力     "",""tag"":[""敵方傷害吸收"",""反擊"",""神族符石製造""]}]","[{""description"":""     ◆ 隊中主動技能 ≥CD 10 的成員     ⇒ 進入關卡後，技能 CD 減少 10     "",""activate"":""以「日向高天 ‧ 天照」作隊長及戰友"",""skill_tag"":[""進場減CD""],""activate_tag"":[""指定雙隊長""],""relative"":[1427]}]",99,10,4,v13.10,,
1428,伊邪那岐,木,神族,5,"[""大和""]",FALSE,,"[{""name"":""靈木無量"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     <board>將場上所有符石轉化為固定數量及位置的心符石及木強化符石</board>     "",""tag"":[""符石轉木"",""符石轉木強化"",""符石轉心"",""大幅轉版"",""固定版面""]}]",[],50,10,4,v13.10,"[[""E"",""E"",""h"",""h"",""E"",""E"",""h"",""h"",""E"",""E"",""h"",""h"",""E"",""E"",""h"",""h"",""E"",""E"",""h"",""h"",""E"",""E"",""h"",""h"",""E"",""E"",""h"",""h"",""E"",""E""]]",
