1836,濕婆,水,神族,5,"[""印度神""]",FALSE,,"[{""name"":""寒冰強擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對單一敵人造成 10 倍水屬性傷害     "",""tag"":[""直傷""]}]",[],50,10,0,v16.00,,
1837,大自在天 ‧ 濕婆,水,神族,6,"[""印度神""]",FALSE,,"[{""name"":""混沌再生"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     解除「幽閉空間」；點選 2 直行的符石並引爆，以掉落水神族強化符石     "",""tag"":[[""黑白還原"",-1],""引爆"",""直行引爆"",""引爆強制掉落"",""神族符石製造""]}]","[{""description"":""     ◆ 每回合移動符石時觸碰的首 5 粒符石轉化為神族強化符石，而與神族符石種類相同的符石兼具 50% 水符石效果。每消除 1 粒神族符石，可減少 10% 所受傷害，最多可減少 50%     "",""activate"":""以「大自在天 ‧ 濕婆」作隊長及戰友"",""skill_tag"":[""符石強化"",""神族符石製造"",""符石兼具水"",""減傷""],""activate_tag"":[""指定雙隊長""],""relative"":[1837]}]",99,12,0,v16.00,,
1838,梵天,火,神族,5,"[""印度神""]",FALSE,,"[{""name"":""烈炎強擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對單一敵人造成 10 倍火屬性傷害     "",""tag"":[""直傷""]}]",[],50,10,0,v16.00,,
1839,唯識無境 ‧ 梵天,火,神族,6,"[""印度神""]",FALSE,,"[{""name"":""力量的肇始"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     解除「幽閉空間」；1 回合內，必然延長移動符石時間 6 秒；自身攻擊力 6 倍；連擊 (Combo) 數目增加 6     "",""tag"":[[""黑白還原"",-1],""增傷"",""界王拳"",""延長轉珠時間"",""增加Combo"",""多重左上狀態""]}]","[{""description"":""     ◆ 每回合移動符石時觸碰的首 6 粒符石     ⇒ 轉化為神族強化符石          ◆ 每首批消除 1 粒神族符石     ⇒ 產生 2 粒火神族強化符石     ⇒ 最多 15 粒          ◆ 每消除 1 粒火強化符石     ⇒ 回復 5% 總生命力     ⇒ 最多可回復 100% (不會溢補)          ◆ 心符石兼具 50% 所有屬性符石效果     "",""activate"":""以「唯識無境 ‧ 梵天」作隊長及戰友"",""skill_tag"":[""符石強化"",""神族符石製造"",""強制掉落"",""回血"",""心兼具其他"",""符石�1840,帕爾瓦蒂,木,神族,5,"[""印度神""]",FALSE,,"[{""name"":""旋風強擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對單一敵人造成 10 倍木屬性傷害     "",""tag"":[""直傷""]}]",[],50,10,0,v16.00,,
1841,清蓮無垢 ‧ 帕爾瓦蒂,木,神族,6,"[""印度神""]",FALSE,,"[{""name"":""不渝之援"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     1 回合內，隊長及戰友攻擊力 4 倍；隊伍中每多 1 個神族成員，額外增加 1 回合效果，最多持續 5 回合     "",""tag"":[[""增傷"",5],[""界王拳"",5]]}]","[{""description"":""     ◆ 進入關卡後，「清蓮無垢 ‧ 帕爾瓦蒂」、「業惡纏身 ‧ 拉克什米」、「殺生嗜血 ‧ 伐樓那」、「嗔怨無明 ‧ 阿耆尼」及「執迷塵垢 ‧ 伐樓尼」的主動技能 CD 變 0     "",""activate"":""以 6 星「印度神」系列的角色作成員，且隊中只有神族成員"",""skill_tag"":[""進場減CD""],""activate_tag"":[""指定成員"",""指定種族成員""],""relative"":[1841,1843,1847,1849,1851]}]",99,12,0,v16.00,,
1842,拉克什米,光,神族,5,"[""印度神""]",FALSE,,"[{""name"":""金光強擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對單一敵人造成 10 倍光屬性傷害     "",""tag"":[""直傷""]}]",[],50,10,0,v16.00,,
1843,業惡纏身 ‧ 拉克什米,光,神族,6,"[""印度神""]",FALSE,,"[{""name"":""神力契約"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     1 回合內，同時消除光、暗及心符石時，全隊攻擊力 2.2 倍；隊伍中每多 1 個神族成員，額外增加 1 回合效果，最多持續 5 回合     "",""tag"":[[""增傷"",5]]}]","[{""description"":""     ◆ 進入關卡後，「清蓮無垢 ‧ 帕爾瓦蒂」、「業惡纏身 ‧ 拉克什米」、「殺生嗜血 ‧ 伐樓那」、「嗔怨無明 ‧ 阿耆尼」及「執迷塵垢 ‧ 伐樓尼」的主動技能 CD 變 0     "",""activate"":""以 6 星「印度神」系列的角色作成員，且隊中只有神族成員"",""skill_tag"":[""進場減CD""],""activate_tag"":[""指定成員"",""指定種族成員""],""relative"":[1841,1843,1847,1849,1851]}]",99,12,0,v16.00,,
1844,毗濕奴,暗,神族,5,"[""印度神""]",FALSE,,"[{""name"":""暗色強擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對單一敵人造成 10 倍暗屬性傷害     "",""tag"":[""直傷""]}]",[],50,10,0,v16.00,,
1845,持戒苦行 ‧ 毗濕奴,暗,神族,6,"[""印度神""]",FALSE,,"[{""name"":""化厄之念"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     解除「幽閉空間」；1 回合內，減少 50% 所受傷害；消除神族符石愈多，全隊攻擊力提升愈多，5 粒可提升至最大 2 倍     "",""tag"":[[""黑白還原"",-1],""減傷"",""增傷"",""多重左上狀態""]}]","[{""description"":""     ◆ 每回合移動符石時觸碰的首 5 粒符石     ⇒ 轉化為神族強化符石          ◆ 光符石兼具暗符石效果，暗符石兼具光符石效果          ◆ 每首批消除 1 組水、火或木符石     ⇒ 左方 3 直行將首批掉落共 3 粒暗神族符石；     ⇒ 右方 3 直行將首批掉落共 3 粒光神族符石；     ⇒ 左右 2 方各可掉落最多 9 粒     "",""activate"":""以「持戒苦行 ‧ 毗濕奴」作隊長及戰友"",""skill_tag"":[""符石強化"",""神族符石製造"",""光兼具其他"",""暗兼具其他"",""符石兼具�1846,伐樓那,水,神族,5,"[""印度神""]",FALSE,,"[{""name"":""寒冰強擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對單一敵人造成 10 倍水屬性傷害     "",""tag"":[""直傷""]}]",[],50,10,0,v16.00,,
1847,殺生嗜血 ‧ 伐樓那,水,神族,6,"[""印度神""]",FALSE,,"[{""name"":""天海之濤"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     1 回合內，每首批消除 2 粒水符石，將產生 1 粒水神族符石；隊伍中每多 1 個神族成員，額外增加 1 回合效果，最多持續 5 回合     "",""tag"":[[""天降強制掉落"",5],[""神族符石製造"",5]]}]","[{""description"":""     ◆ 進入關卡後，「清蓮無垢 ‧ 帕爾瓦蒂」、「業惡纏身 ‧ 拉克什米」、「殺生嗜血 ‧ 伐樓那」、「嗔怨無明 ‧ 阿耆尼」及「執迷塵垢 ‧ 伐樓尼」的主動技能 CD 變 0     "",""activate"":""以 6 星「印度神」系列的角色作成員，且隊中只有神族成員"",""skill_tag"":[""進場減CD""],""activate_tag"":[""指定成員"",""指定種族成員""],""relative"":[1841,1843,1847,1849,1851]}]",99,12,0,v16.00,,
