831,水戟守衛,水,神族,2,"[""神界守衛""]",FALSE,,"[{""name"":""寒冰強擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對單一敵人造成 10 倍水屬性傷害     "",""tag"":[""直傷""]}]",[],30,10,0,v9.00,,
832,海戟守衛,水,神族,3,"[""神界守衛""]",FALSE,,"[{""name"":""掩眼魔靈 ‧ 水"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     若場上剩下 2 粒或以下的水符石，隨機將 2 直行的符石轉化為水符石；反之，隨機將 1 直行的符石轉化為水符石     "",""tag"":[""符石轉水""]}]",[],50,12,0,v9.00,,
833,火劍守衛,火,神族,2,"[""神界守衛""]",FALSE,,"[{""name"":""烈炎強擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對單一敵人造成 10 倍火屬性傷害     "",""tag"":[""直傷""]}]",[],30,10,0,v9.00,,
834,焰劍守衛,火,神族,3,"[""神界守衛""]",FALSE,,"[{""name"":""掩眼魔靈 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     若場上剩下 2 粒或以下的火符石，隨機將 2 直行的符石轉化為火符石；反之，隨機將 1 直行的符石轉化為火符石     "",""tag"":[""符石轉火""]}]",[],50,12,0,v9.00,,
835,木斧守衛,木,神族,2,"[""神界守衛""]",FALSE,,"[{""name"":""旋風強擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對單一敵人造成 10 倍木屬性傷害     "",""tag"":[""直傷""]}]",[],30,10,0,v9.00,,
836,樹斧守衛,木,神族,3,"[""神界守衛""]",FALSE,,"[{""name"":""薔薇連擊"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     3 回合內，自身發動攻擊時，個人追打木屬性攻擊 1 次     "",""tag"":[[""木屬追打"",3]]}]",[],50,12,0,v9.00,,
837,光盾守衛,光,神族,2,"[""神界守衛""]",FALSE,,"[{""name"":""金光強擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對單一敵人造成 10 倍光屬性傷害     "",""tag"":[""直傷""]}]",[],30,10,0,v9.00,,
838,聖盾守衛,光,神族,3,"[""神界守衛""]",FALSE,,"[{""name"":""玄冰亂滄溟"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     光符石與暗符石轉化為心強化符石     "",""tag"":[""符石轉心"",""符石轉心強化"",""光轉其他"",""暗轉其他""]}]",[],50,12,0,v9.00,,
839,暗鐮守衛,暗,神族,2,"[""神界守衛""]",FALSE,,"[{""name"":""暗色強擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對單一敵人造成 10 倍暗屬性傷害     "",""tag"":[""直傷""]}]",[],30,10,0,v9.00,,
840,月鐮守衛,暗,神族,3,"[""神界守衛""]",FALSE,,"[{""name"":""掩眼魔靈 ‧ 暗"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     若場上剩下 2 粒或以下的暗符石，隨機將 2 直行的符石轉化為暗符石；反之，隨機將 1 直行的符石轉化為暗符石     "",""tag"":[""符石轉暗""]}]",[],50,12,0,v9.00,,
