221,海龍,水,龍類,5,"[""中國神""]",FALSE,,"[{""name"":""海洋大號令"",""type"":""normal"",""charge"":""CD"",""num"":10,""reduce"":2,""description"":""     火符石與心符石轉化為水符石     "",""tag"":[""符石轉水"",""火轉其他"",""心轉其他""]}]",[],50,10,4,v1.00,,
222,東海龍王 ‧ 敖廣,水,龍類,6,"[""中國神""]",FALSE,,"[{""name"":""海洋大號令"",""type"":""normal"",""charge"":""CD"",""num"":10,""reduce"":2,""description"":""     火符石與心符石轉化為水符石     "",""tag"":[""符石轉水"",""火轉其他"",""心轉其他""]}]",[],99,10,4,v1.00,,
223,蓮藕仔,火,妖精類,5,"[""中國神""]",FALSE,,"[{""name"":""焚燒大號令"",""type"":""normal"",""charge"":""CD"",""num"":10,""reduce"":2,""description"":""     木符石與心符石轉化為火符石     "",""tag"":[""符石轉火"",""木轉其他"",""心轉其他""]}]","[{""description"":""     ◆ 最左方的「蓮藕仔」、「三太子 ‧ 哪吒」、「多聞護法 ‧ 哪吒」、「威靈護法 ‧ 哪吒」、「狂戰鬥將 ‧ 哪吒」或「火輪天王 ‧ 哪吒」兼具自身的隊長技能     "",""activate"":""以「冰晶領航者 ‧ 奪寶海盜」、「火靈之舞 ‧ 紅纓武者」、「翡翠獵手 ‧ 捕風酋長」、「福德神寵 ‧ 笑犬」、「懲惡神衛 ‧ 怒犬」、「夕瑤之果 ‧ 唐雪見」、「飛蓬轉世 ‧ 景天」、「領路神寵 ‧ 忠犬」、「奮戰神衛 ‧ 猛犬」或「看顧神寵 ‧ 仁犬」作隊長或戰友，並以「蓮藕仔」、「三太子 ‧ 哪吒」、「多聞護法 ‧ 哪吒」、「狂戰鬥將 ‧ 哪吒�224,三太子 ‧ 哪吒,火,人類,6,"[""中國神""]",FALSE,,"[{""name"":""焚燒大號令"",""type"":""normal"",""charge"":""CD"",""num"":10,""reduce"":2,""description"":""     木符石與心符石轉化為火符石     "",""tag"":[""符石轉火"",""木轉其他"",""心轉其他""]}]","[{""description"":""     ◆ 最左方的「蓮藕仔」、「三太子 ‧ 哪吒」、「多聞護法 ‧ 哪吒」、「威靈護法 ‧ 哪吒」、「狂戰鬥將 ‧ 哪吒」或「火輪天王 ‧ 哪吒」兼具自身的隊長技能     "",""activate"":""以「冰晶領航者 ‧ 奪寶海盜」、「火靈之舞 ‧ 紅纓武者」、「翡翠獵手 ‧ 捕風酋長」、「福德神寵 ‧ 笑犬」、「懲惡神衛 ‧ 怒犬」、「夕瑤之果 ‧ 唐雪見」、「飛蓬轉世 ‧ 景天」、「領路神寵 ‧ 忠犬」、「奮戰神衛 ‧ 猛犬」或「看顧神寵 ‧ 仁犬」作隊長或戰友，並以「蓮藕仔」、「三太子 ‧ 哪吒」、「多聞護法 ‧ 哪吒」、「狂戰鬥將 ‧225,大力王,木,獸類,5,"[""中國神""]",FALSE,,"[{""name"":""自然大號令"",""type"":""normal"",""charge"":""CD"",""num"":10,""reduce"":2,""description"":""     水符石與心符石轉化為木符石     "",""tag"":[""符石轉木"",""水轉其他"",""心轉其他""]}]",[],50,10,4,v1.00,,
226,平天大聖 ‧ 牛魔王,木,獸類,6,"[""中國神""]",FALSE,,"[{""name"":""自然大號令"",""type"":""normal"",""charge"":""CD"",""num"":10,""reduce"":2,""description"":""     水符石與心符石轉化為木符石     "",""tag"":[""符石轉木"",""水轉其他"",""心轉其他""]}]",[],99,10,4,v1.00,,
227,美猴王,光,妖精類,5,"[""中國神""]",FALSE,,"[{""name"":""金睛火眼"",""type"":""normal"",""charge"":""CD"",""num"":15,""description"":""     1 回合內，敵方全體的防禦力減至 0     "",""tag"":[""破防"",""敵身狀態""]},{""name"":""金睛真火"",""type"":""refine"",""refine"":4,""charge"":""CD"",""num"":15,""description"":""     1 回合內，全隊攻擊力 1.5 倍，敵方全體的防禦力減至 0     "",""tag"":[""破防"",""增傷"",""敵身狀態""]}]",[],50,10,4,v1.00,,
228,齊天大聖 ‧ 孫悟空,光,神族,6,"[""中國神""]",FALSE,,"[{""name"":""金睛火眼"",""type"":""normal"",""charge"":""CD"",""num"":15,""description"":""     1 回合內，敵方全體的防禦力減至 0     "",""tag"":[""破防"",""敵身狀態""]},{""name"":""金睛真火"",""type"":""refine"",""refine"":4,""charge"":""CD"",""num"":15,""description"":""     1 回合內，全隊攻擊力 1.5 倍，敵方全體的防禦力減至 0     "",""tag"":[""破防"",""增傷"",""敵身狀態""]}]",[],99,10,4,v1.00,,
229,妖狐,暗,妖精類,5,"[""中國神""]",FALSE,,"[{""name"":""疾風境界"",""type"":""normal"",""charge"":""CD"",""num"":15,""description"":""     8 秒內，可任意移動符石而不會發動消除     "",""tag"":[""排珠""]}]",[],50,10,4,v1.00,,
230,白臉金毛 ‧ 妲己,暗,妖精類,6,"[""中國神""]",FALSE,,"[{""name"":""顛倒眾生"",""type"":""normal"",""charge"":""CD"",""num"":15,""description"":""     20 秒內，可任意移動符石而不會發動消除     "",""tag"":[""排珠""]}]",[],99,15,4,v1.00,,
591,萬龍真主 ‧ 敖廣,水,龍類,7,"[""中國神""]",FALSE,,"[{""name"":""浪濤敕令"",""type"":""normal"",""charge"":""CD"",""num"":8,""reduce"":2,""description"":""     火符石與心符石轉化為水符石；同時將木符石轉換為心符石     "",""tag"":[""符石轉水"",""符石轉心"",""火轉其他"",""木轉其他"",""心轉其他""]}]",[],99,15,4,v7.00,,
592,多聞護法 ‧ 哪吒,火,人類,7,"[""中國神""]",FALSE,,"[{""name"":""燄火敕令"",""type"":""normal"",""charge"":""CD"",""num"":8,""reduce"":2,""description"":""     木符石與心符石轉化為火符石；同時將水符石轉換為心符石     "",""tag"":[""符石轉火"",""符石轉心"",""水轉其他"",""木轉其他"",""心轉其他""]}]","[{""description"":""     ◆ 最左方的「蓮藕仔」、「三太子 ‧ 哪吒」、「多聞護法 ‧ 哪吒」、「威靈護法 ‧ 哪吒」、「狂戰鬥將 ‧ 哪吒」或「火輪天王 ‧ 哪吒」兼具自身的隊長技能     "",""activate"":""以「冰晶領航者 ‧ 奪寶海盜」、「火靈之舞 ‧ 紅纓武者」、「翡翠獵手 ‧ 捕風酋長」、「福德神寵 ‧ 笑犬」、「懲惡神衛 ‧ 怒犬」、「夕瑤之果 ‧ 唐雪見」、「飛蓬轉世 ‧ 景天」、「領路神寵 ‧ 忠犬」、「奮戰神衛 ‧ 猛犬」或「看顧神寵 ‧ 仁犬」作隊長或戰友，並以「蓮藕仔」、「三�593,混世霸者 ‧ 牛魔王,木,獸類,7,"[""中國神""]",FALSE,,"[{""name"":""森野敕令"",""type"":""normal"",""charge"":""CD"",""num"":8,""reduce"":2,""description"":""     水符石與心符石轉化為木符石；同時將火符石轉換為心符石     "",""tag"":[""符石轉木"",""符石轉心"",""水轉其他"",""火轉其他"",""心轉其他""]}]",[],99,15,4,v7.00,,
594,鬥神聖者 ‧ 孫悟空,光,神族,7,"[""中國神""]",FALSE,,"[{""name"":""金睛火眼 ‧ 凝煉"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     3 回合內，無視全體敵人的防禦力     "",""tag"":[[""破防"",3]]},{""name"":""金睛真火 ‧ 凝煉"",""type"":""refine"",""refine"":4,""charge"":""CD"",""num"":8,""description"":""     3 回合內，敵方全體的防禦力減至 0；而且首回合全隊攻擊力 1.5 倍     "",""tag"":[[""破防"",3],""增傷""]}]",[],99,15,4,v7.00,,
595,傾世媚狐 ‧ 蘇妲己,暗,妖精類,7,"[""中國神""]",FALSE,,"[{""name"":""魅惑傾城"",""type"":""normal"",""charge"":""CD"",""num"":15,""description"":""     20 秒內，可任意移動符石而不會發動消除；消除的符石數目愈多，攻擊力提升愈多，最大 1.9 倍 (只計算首批消除的符石數目)     "",""tag"":[""排珠"",""增傷""]}]","[{""description"":""     ◆ 連擊 (Combo) 時攻擊力提升 25%     "",""activate"":""以「傾世媚狐 ‧ 蘇妲己」作隊長或戰友"",""skill_tag"":[""增攻""],""activate_tag"":[""指定隊長"",""指定戰友""],""relative"":[595]}]",99,15,4,v7.00,,
