1056,史蜜莉,水,人類,5,"[""北域遺族""]",FALSE,,"[{""name"":""防禦姿勢 ‧ 水"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     火符石轉化為心符石     "",""tag"":[""符石轉心"",""火轉其他""]}]",[],50,10,4,v10.20,,
1057,凱旋女皇 ‧ 史蜜莉,水,人類,6,"[""北域遺族""]",FALSE,,"[{""name"":""流雲術"",""type"":""normal"",""charge"":""CD"",""num"":3,""description"":""     隨機將 4 至 7 粒符石轉化為水強化符石 (光及暗符石優先轉換)     "",""tag"":[""符石轉水"",""符石轉水強化""]}]",[],99,15,4,v10.20,,
1058,海姆達爾,火,神族,5,"[""北域遺族""]",FALSE,,"[{""name"":""防禦姿勢 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     木符石轉化為心符石     "",""tag"":[""符石轉心"",""木轉其他""]}]",[],50,10,4,v10.20,,
1059,熾焰神衛 ‧ 海姆達爾,火,神族,6,"[""北域遺族""]",FALSE,,"[{""name"":""亡命感應 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     心符石的掉落機率降至 0，並將原有機率增加至火符石的掉落機率 (效果會在再次發動此技能或死亡後消失)     "",""tag"":[[""禁珠"",-1],[""改變掉落機率"",-1],""頭像狀態""]}]",[],99,15,4,v10.20,,
1060,瓦利,木,神族,5,"[""北域遺族""]",FALSE,,"[{""name"":""防禦姿勢 ‧ 木"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     水符石轉化為心符石     "",""tag"":[""符石轉心"",""水轉其他""]}]",[],50,10,4,v10.20,,
1061,唁魂學者 ‧ 瓦利,木,神族,6,"[""北域遺族""]",FALSE,,"[{""name"":""勇武之力"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     3 回合內，全隊攻擊力 1.8 倍及全隊回復力變 0；並於第 3 回合結束時，完全回復生命力     "",""tag"":[""回血"",[""增傷"",3],[""我方減回"",3]]}]",[],99,12,4,v10.20,,
1062,摩迪與曼尼,光,人類,5,"[""北域遺族""]",FALSE,,"[{""name"":""防禦姿勢 ‧ 光"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     暗符石轉化為心符石     "",""tag"":[""符石轉心"",""暗轉其他""]}]",[],50,10,4,v10.20,,
1063,鳴動威嚴 ‧ 摩迪與曼尼,光,人類,6,"[""北域遺族""]",FALSE,,"[{""name"":""木光移魂"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     木符石轉化為光符石     "",""tag"":[""符石轉光"",""木轉其他""]},{""name"":""天雷極地"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內，敵方全體轉為暗屬性，並提升光屬性對暗屬性目標的攻擊力     "",""tag"":[""敵方轉暗"",""增傷"",""敵方受傷增加"",""敵身狀態""]}]",[],99,12,4,v10.20,,
1064,諾爾維,暗,神族,5,"[""北域遺族""]",FALSE,,"[{""name"":""防禦姿勢 ‧ 暗"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     光符石轉化為心符石     "",""tag"":[""符石轉心"",""光轉其他""]}]",[],50,10,4,v10.20,,
1065,不赦祭司 ‧ 諾爾維,暗,神族,6,"[""北域遺族""]",FALSE,,"[{""name"":""蓄能轉換 ‧ 暗"",""type"":""normal"",""charge"":""CD"",""num"":2,""description"":""     將等同於累積戰鬥回合 (需要消除符石) +1 數量的符石轉化為暗符石，最多 8 粒。發動技能後可轉換符石數將重新累積     "",""tag"":[""符石轉暗""]}]",[],99,12,4,v10.20,,
1336,勝利紋章 ‧ 史蜜莉,水,人類,7,"[""北域遺族""]",FALSE,,"[{""name"":""流雲術 ‧ 煉"",""type"":""normal"",""charge"":""CD"",""num"":3,""description"":""     隨機將 4 至 7 粒符石轉化為水強化符石 (光及暗符石優先轉換)。若隊伍中有 4 個或以上人類成員時，轉化 7 粒水強化符石的機率大幅提升     "",""tag"":[""符石轉水"",""符石轉水強化""]}]",[],99,15,5,v14.10,,
1337,無挽狂意 ‧ 海姆達爾,火,神族,7,"[""北域遺族""]",FALSE,,"[{""name"":""亡命感應 ‧ 火"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     心符石的掉落機率降至 0，並將原有機率增加至火符石的掉落機率 (效果會在再次發動此技能或死亡後消失)     "",""tag"":[[""禁珠"",-1],[""改變掉落機率"",-1],""頭像狀態""]}]",[],99,15,5,v14.10,,
1338,思憶臂環 ‧ 瓦利,木,神族,7,"[""北域遺族""]",FALSE,,"[{""name"":""勇武之力 ‧ 強"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     3 回合內，全隊攻擊力 1.8 倍；並於第 3 回合結束時，完全回復生命力     "",""tag"":[""回血"",[""增傷"",3]]}]",[],99,12,5,v14.10,,
1339,固盾雷楔 ‧ 摩迪與曼尼,光,人類,7,"[""北域遺族""]",FALSE,,"[{""name"":""玄冥招來 ‧ 加冕"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     木符石轉化為光強化符石，同時將火符石轉化為暗強化符石     "",""tag"":[""符石轉光"",""符石轉光強化"",""符石轉暗"",""符石轉暗強化"",""火轉其他"",""木轉其他""]},{""name"":""天雷極地 ‧ 強"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     1 回合內，敵方全體轉為暗屬性，並提升光及暗屬性對暗屬性目標的攻擊力     "",""tag"":[""敵方轉暗"",""增傷"",""敵方受傷增加"",""敵身狀態""]}]",[],99,12,5,v14.10,,
1340,靈魂淚輓 ‧ 諾爾維,暗,神族,7,"[""北域遺族""]",FALSE,,"[{""name"":""蓄能轉換 ‧ 煉暗"",""type"":""normal"",""charge"":""CD"",""num"":2,""description"":""     將累積戰鬥回合 (需要消除符石) +1 數量的符石轉化為暗符石，最多 8 粒；當累積至最多 8 粒時發動技能，轉化的暗符石會以暗強化符石代替。發動技能後可轉換符石數將重新累積     "",""tag"":[""符石轉暗"",""符石轉暗強化""]}]",[],99,12,5,v14.10,,
