41,冰花龍,水,龍類,3,"[""防龍""]",FALSE,,"[{""name"":""水波怒擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對敵方全體造成 5 倍水屬性傷害     "",""tag"":[""直傷""]}]","[{""description"":""     ◆ 指定防龍系列的召喚獸的攻擊力提升，最大 1.5 倍     "",""activate"":""以 ≥3 個不同屬性、相同星數的「防龍」系列角色作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[41,44,47,50,53]}]",15,10,0,v1.00,,
42,冰晶龍,水,龍類,4,"[""防龍""]",FALSE,,"[{""name"":""水波怒擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對敵方全體造成 5 倍水屬性傷害     "",""tag"":[""直傷""]}]","[{""description"":""     ◆ 指定防龍系列的召喚獸的攻擊力提升，最大 1.5 倍     "",""activate"":""以 ≥3 個不同屬性、相同星數的「防龍」系列角色作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[42,45,48,51,54]}]",50,10,0,v1.00,,
43,冰晶龍王,水,龍類,5,"[""防龍""]",FALSE,,"[{""name"":""水波爆擊"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     對敵方全體造成自身攻擊力 30 倍的水屬性傷害     "",""tag"":[""直傷""]}]","[{""description"":""     ◆ 指定防龍系列的召喚獸的攻擊力提升，最大 1.5 倍     "",""activate"":""以 ≥3 個不同屬性、相同星數的「防龍」系列角色作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[43,46,49,52,55]},{""description"":""     ◆ 把 5 星「防龍」系列或 6 星「遠古神龍」系列的角色的主動技能「屬性爆擊」變為「舔血為生」     "",""activate"":""以「雖死猶在 ‧ 毒龍尼德霍格」作隊長，並以 5 星「防龍」系列或 6 星「遠古神龍」系列的角色作成員；或以「末日屍龍 ‧ 尼德霍格」作隊長，並以 5 星「防龍」系列或 6 星「遠古神龍」系列的角色作成員"",""skill_tag"":[""主動技改變""],44,洋燭龍,火,龍類,3,"[""防龍""]",FALSE,,"[{""name"":""火焰怒擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對敵方全體造成 5 倍火屬性傷害     "",""tag"":[""直傷""]}]","[{""description"":""     ◆ 指定防龍系列的召喚獸的攻擊力提升，最大 1.5 倍     "",""activate"":""以 ≥3 個不同屬性、相同星數的「防龍」系列角色作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[41,44,47,50,53]}]",15,10,0,v1.00,,
45,星火龍,火,龍類,4,"[""防龍""]",FALSE,,"[{""name"":""火焰怒擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對敵方全體造成 5 倍火屬性傷害     "",""tag"":[""直傷""]}]","[{""description"":""     ◆ 指定防龍系列的召喚獸的攻擊力提升，最大 1.5 倍     "",""activate"":""以 ≥3 個不同屬性、相同星數的「防龍」系列角色作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[42,45,48,51,54]}]",50,10,0,v1.00,,
46,硝鐵火龍,火,龍類,5,"[""防龍""]",FALSE,,"[{""name"":""火焰爆撃"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     對敵方全體造成自身攻擊力 30 倍的火屬性傷害     "",""tag"":[""直傷""]}]","[{""description"":""     ◆ 指定防龍系列的召喚獸的攻擊力提升，最大 1.5 倍     "",""activate"":""以 ≥3 個不同屬性、相同星數的「防龍」系列角色作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[43,46,49,52,55]},{""description"":""     ◆ 把 5 星「防龍」系列或 6 星「遠古神龍」系列的角色的主動技能「屬性爆擊」變為「舔血為生」     "",""activate"":""以「雖死猶在 ‧ 毒龍尼德霍格」作隊長，並以 5 星「防龍」系列或 6 星「遠古神龍」系列的角色作成員；或以「末日屍龍 ‧ 尼德霍格」作隊長，並以 5 星「防龍」系列或 6 星「遠古神龍」系列的角色作成員"",""skill_tag"":[""主動技改變""],47,碧甲龍,木,龍類,3,"[""防龍""]",FALSE,,"[{""name"":""大地怒擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對敵方全體造成 5 倍木屬性傷害     "",""tag"":[""直傷""]}]","[{""description"":""     ◆ 指定防龍系列的召喚獸的攻擊力提升，最大 1.5 倍     "",""activate"":""以 ≥3 個不同屬性、相同星數的「防龍」系列角色作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[41,44,47,50,53]}]",15,10,0,v1.00,,
48,碧甲岩龍,木,龍類,4,"[""防龍""]",FALSE,,"[{""name"":""大地怒擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對敵方全體造成 5 倍木屬性傷害     "",""tag"":[""直傷""]}]","[{""description"":""     ◆ 指定防龍系列的召喚獸的攻擊力提升，最大 1.5 倍     "",""activate"":""以 ≥3 個不同屬性、相同星數的「防龍」系列角色作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[42,45,48,51,54]}]",50,10,0,v1.00,,
49,靈山龍龜,木,龍類,5,"[""防龍""]",FALSE,,"[{""name"":""大地爆擊"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     對敵方全體造成自身攻擊力 30 倍的木屬性傷害     "",""tag"":[""直傷""]}]","[{""description"":""     ◆ 指定防龍系列的召喚獸的攻擊力提升，最大 1.5 倍     "",""activate"":""以 ≥3 個不同屬性、相同星數的「防龍」系列角色作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[43,46,49,52,55]},{""description"":""     ◆ 把 5 星「防龍」系列或 6 星「遠古神龍」系列的角色的主動技能「屬性爆擊」變為「舔血為生」     "",""activate"":""以「雖死猶在 ‧ 毒龍尼德霍格」作隊長，並以 5 星「防龍」系列或 6 星「遠古神龍」系列的角色作成員；或以「末日屍龍 ‧ 尼德霍格」作隊長，並以 5 星「防龍」系列或 6 星「遠古神龍」系列的角色作成員"",""skill_tag"":[""主動技改變""],50,光輝龍,光,龍類,3,"[""防龍""]",FALSE,,"[{""name"":""閃光怒擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對敵方全體造成 5 倍光屬性傷害     "",""tag"":[""直傷""]}]","[{""description"":""     ◆ 指定防龍系列的召喚獸的攻擊力提升，最大 1.5 倍     "",""activate"":""以 ≥3 個不同屬性、相同星數的「防龍」系列角色作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[41,44,47,50,53]}]",15,10,0,v1.00,,
51,閃耀龍,光,龍類,4,"[""防龍""]",FALSE,,"[{""name"":""閃光怒擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對敵方全體造成 5 倍光屬性傷害     "",""tag"":[""直傷""]}]","[{""description"":""     ◆ 指定防龍系列的召喚獸的攻擊力提升，最大 1.5 倍     "",""activate"":""以 ≥3 個不同屬性、相同星數的「防龍」系列角色作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[42,45,48,51,54]}]",50,10,0,v1.00,,
52,聖衡機龍,光,龍類,5,"[""防龍""]",FALSE,,"[{""name"":""閃光爆撃"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     對敵方全體造成自身攻擊力 30 倍的光屬性傷害     "",""tag"":[""直傷""]}]","[{""description"":""     ◆ 指定防龍系列的召喚獸的攻擊力提升，最大 1.5 倍     "",""activate"":""以 ≥3 個不同屬性、相同星數的「防龍」系列角色作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[43,46,49,52,55]},{""description"":""     ◆ 把 5 星「防龍」系列或 6 星「遠古神龍」系列的角色的主動技能「屬性爆擊」變為「舔血為生」     "",""activate"":""以「雖死猶在 ‧ 毒龍尼德霍格」作隊長，並以 5 星「防龍」系列或 6 星「遠古神龍」系列的角色作成員；或以「末日屍龍 ‧ 尼德霍格」作隊長，並以 5 星「防龍」系列或 6 星「遠古神龍」系列的角色作成員"",""skill_tag"":[""主動技改變""],53,無頭龍,暗,龍類,3,"[""防龍""]",FALSE,,"[{""name"":""暗影怒擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對敵方全體造成 5 倍暗屬性傷害     "",""tag"":[""直傷""]}]","[{""description"":""     ◆ 指定防龍系列的召喚獸的攻擊力提升，最大 1.5 倍     "",""activate"":""以 ≥3 個不同屬性、相同星數的「防龍」系列角色作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[41,44,47,50,53]}]",15,10,0,v1.00,,
54,斷頭龍,暗,龍類,4,"[""防龍""]",FALSE,,"[{""name"":""暗影怒擊"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     對敵方全體造成 5 倍暗屬性傷害     "",""tag"":[""直傷""]}]","[{""description"":""     ◆ 指定防龍系列的召喚獸的攻擊力提升，最大 1.5 倍     "",""activate"":""以 ≥3 個不同屬性、相同星數的「防龍」系列角色作成員"",""skill_tag"":[""增攻""],""activate_tag"":[""指定成員""],""relative"":[42,45,48,51,54]}]",50,10,0,v1.00,,
